"DTI_CL_UNIDAD_MEDIDA","Unit of measurement","DTI_CL_MES","Month","DTI_CL_GRUPO_OCU_IR","Occupational group","Value","Flag Codes","Flags"
"12_M_VAR","12-month variation in percentages (%)","2022-M04","2022 April","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",6.6,,
"12_M_VAR","12-month variation in percentages (%)","2022-M04","2022 April","ISCO88_2","Profesionales científicos e intelectuales",7.3,,
"12_M_VAR","12-month variation in percentages (%)","2022-M04","2022 April","ISCO88_3","Técnicos y profesionales de nivel medio",8.1,,
"12_M_VAR","12-month variation in percentages (%)","2022-M04","2022 April","ISCO88_4","Empleados de oficina",7.5,,
"12_M_VAR","12-month variation in percentages (%)","2022-M04","2022 April","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",8.9,,
"12_M_VAR","12-month variation in percentages (%)","2022-M04","2022 April","ISCO88_5_B","Vendedores, promotores y modelos",12.9,,
"12_M_VAR","12-month variation in percentages (%)","2022-M04","2022 April","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",8.8,,
"12_M_VAR","12-month variation in percentages (%)","2022-M04","2022 April","ISCO88_8","Operadores de instalaciones y máquinas y montadores",9.1,,
"12_M_VAR","12-month variation in percentages (%)","2022-M04","2022 April","ISCO88_9","Trabajadores no calificados",11.8,,
"IX","Index","2022-M05","2022 May","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",135.97,,
"IX","Index","2022-M05","2022 May","ISCO88_2","Profesionales científicos e intelectuales",129.61,,
"IX","Index","2022-M05","2022 May","ISCO88_3","Técnicos y profesionales de nivel medio",136.41,,
"IX","Index","2022-M05","2022 May","ISCO88_4","Empleados de oficina",138.18,,
"IX","Index","2022-M05","2022 May","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",135.96,,
"IX","Index","2022-M05","2022 May","ISCO88_5_B","Vendedores, promotores y modelos",161.59,,
"IX","Index","2022-M05","2022 May","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",145.79,,
"IX","Index","2022-M05","2022 May","ISCO88_8","Operadores de instalaciones y máquinas y montadores",142.77,,
"IX","Index","2022-M05","2022 May","ISCO88_9","Trabajadores no calificados",148.21,,
"12_M_VAR","12-month variation in percentages (%)","2022-M05","2022 May","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",7.9,,
"12_M_VAR","12-month variation in percentages (%)","2022-M05","2022 May","ISCO88_2","Profesionales científicos e intelectuales",7.9,,
"12_M_VAR","12-month variation in percentages (%)","2022-M05","2022 May","ISCO88_3","Técnicos y profesionales de nivel medio",10.3,,
"12_M_VAR","12-month variation in percentages (%)","2022-M05","2022 May","ISCO88_4","Empleados de oficina",10.3,,
"12_M_VAR","12-month variation in percentages (%)","2022-M05","2022 May","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",11.9,,
"12_M_VAR","12-month variation in percentages (%)","2022-M05","2022 May","ISCO88_5_B","Vendedores, promotores y modelos",16.7,,
"12_M_VAR","12-month variation in percentages (%)","2022-M05","2022 May","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",10.7,,
"12_M_VAR","12-month variation in percentages (%)","2022-M05","2022 May","ISCO88_8","Operadores de instalaciones y máquinas y montadores",9.8,,
"12_M_VAR","12-month variation in percentages (%)","2022-M05","2022 May","ISCO88_9","Trabajadores no calificados",13.5,,
"IX","Index","2022-M06","2022 June","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",136.71,,
"IX","Index","2022-M06","2022 June","ISCO88_2","Profesionales científicos e intelectuales",130.69,,
"IX","Index","2022-M06","2022 June","ISCO88_3","Técnicos y profesionales de nivel medio",137.96,,
"IX","Index","2022-M06","2022 June","ISCO88_4","Empleados de oficina",139.92,,
"IX","Index","2022-M06","2022 June","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",137.42,,
"IX","Index","2022-M06","2022 June","ISCO88_5_B","Vendedores, promotores y modelos",160.57,,
"IX","Index","2022-M06","2022 June","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",146.61,,
"IX","Index","2022-M06","2022 June","ISCO88_8","Operadores de instalaciones y máquinas y montadores",144.01,,
"IX","Index","2022-M06","2022 June","ISCO88_9","Trabajadores no calificados",148.02,,
"12_M_VAR","12-month variation in percentages (%)","2022-M06","2022 June","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",8.3,,
"12_M_VAR","12-month variation in percentages (%)","2022-M06","2022 June","ISCO88_2","Profesionales científicos e intelectuales",8.3,,
"12_M_VAR","12-month variation in percentages (%)","2022-M06","2022 June","ISCO88_3","Técnicos y profesionales de nivel medio",10.8,,
"12_M_VAR","12-month variation in percentages (%)","2022-M06","2022 June","ISCO88_4","Empleados de oficina",11.3,,
"12_M_VAR","12-month variation in percentages (%)","2022-M06","2022 June","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",12,,
"12_M_VAR","12-month variation in percentages (%)","2022-M06","2022 June","ISCO88_5_B","Vendedores, promotores y modelos",14.3,,
"12_M_VAR","12-month variation in percentages (%)","2022-M06","2022 June","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",11.2,,
"12_M_VAR","12-month variation in percentages (%)","2022-M06","2022 June","ISCO88_8","Operadores de instalaciones y máquinas y montadores",11,,
"12_M_VAR","12-month variation in percentages (%)","2022-M06","2022 June","ISCO88_9","Trabajadores no calificados",13.2,,
"IX","Index","2022-M07","2022 July","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",137.91,,
"IX","Index","2022-M07","2022 July","ISCO88_2","Profesionales científicos e intelectuales",132.46,,
"IX","Index","2022-M07","2022 July","ISCO88_3","Técnicos y profesionales de nivel medio",139.8,,
"IX","Index","2022-M07","2022 July","ISCO88_4","Empleados de oficina",141.42,,
"IX","Index","2022-M07","2022 July","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",138.53,,
"IX","Index","2022-M07","2022 July","ISCO88_5_B","Vendedores, promotores y modelos",160.22,,
"IX","Index","2022-M07","2022 July","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",148.34,,
"IX","Index","2022-M07","2022 July","ISCO88_8","Operadores de instalaciones y máquinas y montadores",145.54,,
"IX","Index","2022-M07","2022 July","ISCO88_9","Trabajadores no calificados",150.82,,
"12_M_VAR","12-month variation in percentages (%)","2022-M07","2022 July","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",8.2,,
"12_M_VAR","12-month variation in percentages (%)","2022-M07","2022 July","ISCO88_2","Profesionales científicos e intelectuales",8.8,,
"12_M_VAR","12-month variation in percentages (%)","2022-M07","2022 July","ISCO88_3","Técnicos y profesionales de nivel medio",10.2,,
"12_M_VAR","12-month variation in percentages (%)","2022-M07","2022 July","ISCO88_4","Empleados de oficina",11.1,,
"12_M_VAR","12-month variation in percentages (%)","2022-M07","2022 July","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",11.3,,
"12_M_VAR","12-month variation in percentages (%)","2022-M07","2022 July","ISCO88_5_B","Vendedores, promotores y modelos",10.9,,
"12_M_VAR","12-month variation in percentages (%)","2022-M07","2022 July","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",10.7,,
"12_M_VAR","12-month variation in percentages (%)","2022-M07","2022 July","ISCO88_8","Operadores de instalaciones y máquinas y montadores",11.4,,
"12_M_VAR","12-month variation in percentages (%)","2022-M07","2022 July","ISCO88_9","Trabajadores no calificados",12.5,,
"IX","Index","2022-M08","2022 August","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",138.65,,
"IX","Index","2022-M08","2022 August","ISCO88_2","Profesionales científicos e intelectuales",133.22,,
"IX","Index","2022-M08","2022 August","ISCO88_3","Técnicos y profesionales de nivel medio",141.17,,
"IX","Index","2022-M08","2022 August","ISCO88_4","Empleados de oficina",142.5,,
"IX","Index","2022-M08","2022 August","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",142.46,,
"IX","Index","2022-M08","2022 August","ISCO88_5_B","Vendedores, promotores y modelos",164.82,,
"IX","Index","2022-M08","2022 August","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",150.12,,
"IX","Index","2022-M08","2022 August","ISCO88_8","Operadores de instalaciones y máquinas y montadores",149.57,,
"IX","Index","2022-M08","2022 August","ISCO88_9","Trabajadores no calificados",154.44,,
"12_M_VAR","12-month variation in percentages (%)","2022-M08","2022 August","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",8.7,,
"12_M_VAR","12-month variation in percentages (%)","2022-M08","2022 August","ISCO88_2","Profesionales científicos e intelectuales",9.8,,
"12_M_VAR","12-month variation in percentages (%)","2022-M08","2022 August","ISCO88_3","Técnicos y profesionales de nivel medio",12,,
"12_M_VAR","12-month variation in percentages (%)","2022-M08","2022 August","ISCO88_4","Empleados de oficina",11.5,,
"12_M_VAR","12-month variation in percentages (%)","2022-M08","2022 August","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",13.6,,
"12_M_VAR","12-month variation in percentages (%)","2022-M08","2022 August","ISCO88_5_B","Vendedores, promotores y modelos",11.7,,
"12_M_VAR","12-month variation in percentages (%)","2022-M08","2022 August","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",11.6,,
"12_M_VAR","12-month variation in percentages (%)","2022-M08","2022 August","ISCO88_8","Operadores de instalaciones y máquinas y montadores",13.2,,
"12_M_VAR","12-month variation in percentages (%)","2022-M08","2022 August","ISCO88_9","Trabajadores no calificados",15.3,,
"IX","Index","2022-M09","2022 September","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",138.71,,
"IX","Index","2022-M09","2022 September","ISCO88_2","Profesionales científicos e intelectuales",134,,
"IX","Index","2022-M09","2022 September","ISCO88_3","Técnicos y profesionales de nivel medio",140.87,,
"IX","Index","2022-M09","2022 September","ISCO88_4","Empleados de oficina",143.61,,
"IX","Index","2022-M09","2022 September","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",143.72,,
"IX","Index","2022-M09","2022 September","ISCO88_5_B","Vendedores, promotores y modelos",162.65,,
"IX","Index","2022-M09","2022 September","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",150.66,,
"IX","Index","2022-M09","2022 September","ISCO88_8","Operadores de instalaciones y máquinas y montadores",151.25,,
"IX","Index","2022-M09","2022 September","ISCO88_9","Trabajadores no calificados",155.33,,
"12_M_VAR","12-month variation in percentages (%)","2022-M09","2022 September","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",8.1,,
"12_M_VAR","12-month variation in percentages (%)","2022-M09","2022 September","ISCO88_2","Profesionales científicos e intelectuales",10.1,,
"12_M_VAR","12-month variation in percentages (%)","2022-M09","2022 September","ISCO88_3","Técnicos y profesionales de nivel medio",11.3,,
"12_M_VAR","12-month variation in percentages (%)","2022-M09","2022 September","ISCO88_4","Empleados de oficina",11.9,,
"12_M_VAR","12-month variation in percentages (%)","2022-M09","2022 September","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",14.2,,
"12_M_VAR","12-month variation in percentages (%)","2022-M09","2022 September","ISCO88_5_B","Vendedores, promotores y modelos",13.3,,
"12_M_VAR","12-month variation in percentages (%)","2022-M09","2022 September","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",11.6,,
"12_M_VAR","12-month variation in percentages (%)","2022-M09","2022 September","ISCO88_8","Operadores de instalaciones y máquinas y montadores",13.4,,
"12_M_VAR","12-month variation in percentages (%)","2022-M09","2022 September","ISCO88_9","Trabajadores no calificados",14.7,,
"IX","Index","2022-M10","2022 October","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",139.2,,
"IX","Index","2022-M10","2022 October","ISCO88_2","Profesionales científicos e intelectuales",134.85,,
"IX","Index","2022-M10","2022 October","ISCO88_3","Técnicos y profesionales de nivel medio",141.8,,
"IX","Index","2022-M10","2022 October","ISCO88_4","Empleados de oficina",143.91,,
"IX","Index","2022-M10","2022 October","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",145.46,,
"IX","Index","2022-M10","2022 October","ISCO88_5_B","Vendedores, promotores y modelos",166.33,,
"IX","Index","2022-M10","2022 October","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",150.86,,
"IX","Index","2022-M10","2022 October","ISCO88_8","Operadores de instalaciones y máquinas y montadores",150.57,,
"IX","Index","2022-M10","2022 October","ISCO88_9","Trabajadores no calificados",155,,
"12_M_VAR","12-month variation in percentages (%)","2022-M10","2022 October","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",8.2,,
"12_M_VAR","12-month variation in percentages (%)","2022-M10","2022 October","ISCO88_2","Profesionales científicos e intelectuales",10.4,,
"12_M_VAR","12-month variation in percentages (%)","2022-M10","2022 October","ISCO88_3","Técnicos y profesionales de nivel medio",10.9,,
"12_M_VAR","12-month variation in percentages (%)","2022-M10","2022 October","ISCO88_4","Empleados de oficina",12,,
"12_M_VAR","12-month variation in percentages (%)","2022-M10","2022 October","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",15.1,,
"12_M_VAR","12-month variation in percentages (%)","2022-M10","2022 October","ISCO88_5_B","Vendedores, promotores y modelos",11.8,,
"12_M_VAR","12-month variation in percentages (%)","2022-M10","2022 October","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",10.7,,
"12_M_VAR","12-month variation in percentages (%)","2022-M10","2022 October","ISCO88_8","Operadores de instalaciones y máquinas y montadores",13.5,,
"12_M_VAR","12-month variation in percentages (%)","2022-M10","2022 October","ISCO88_9","Trabajadores no calificados",13.2,,
"IX","Index","2022-M11","2022 November","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",140.21,,
"IX","Index","2022-M11","2022 November","ISCO88_2","Profesionales científicos e intelectuales",135.33,,
"IX","Index","2022-M11","2022 November","ISCO88_3","Técnicos y profesionales de nivel medio",142.54,,
"IX","Index","2022-M11","2022 November","ISCO88_4","Empleados de oficina",144.66,,
"IX","Index","2022-M11","2022 November","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",147.56,,
"IX","Index","2022-M11","2022 November","ISCO88_5_B","Vendedores, promotores y modelos",167.63,,
"IX","Index","2022-M11","2022 November","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",151.71,,
"IX","Index","2022-M11","2022 November","ISCO88_8","Operadores de instalaciones y máquinas y montadores",151.43,,
"IX","Index","2022-M11","2022 November","ISCO88_9","Trabajadores no calificados",156.28,,
"12_M_VAR","12-month variation in percentages (%)","2022-M11","2022 November","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",9.1,,
"12_M_VAR","12-month variation in percentages (%)","2022-M11","2022 November","ISCO88_2","Profesionales científicos e intelectuales",10.2,,
"12_M_VAR","12-month variation in percentages (%)","2022-M11","2022 November","ISCO88_3","Técnicos y profesionales de nivel medio",11,,
"12_M_VAR","12-month variation in percentages (%)","2022-M11","2022 November","ISCO88_4","Empleados de oficina",11.8,,
"12_M_VAR","12-month variation in percentages (%)","2022-M11","2022 November","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",15.1,,
"12_M_VAR","12-month variation in percentages (%)","2022-M11","2022 November","ISCO88_5_B","Vendedores, promotores y modelos",8.4,,
"12_M_VAR","12-month variation in percentages (%)","2022-M11","2022 November","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",10.2,,
"12_M_VAR","12-month variation in percentages (%)","2022-M11","2022 November","ISCO88_8","Operadores de instalaciones y máquinas y montadores",12,,
"12_M_VAR","12-month variation in percentages (%)","2022-M11","2022 November","ISCO88_9","Trabajadores no calificados",13.7,,
"IX","Index","2022-M12","2022 December","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",141.38,,
"IX","Index","2022-M12","2022 December","ISCO88_2","Profesionales científicos e intelectuales",137.83,,
"IX","Index","2022-M12","2022 December","ISCO88_3","Técnicos y profesionales de nivel medio",144.94,,
"IX","Index","2022-M12","2022 December","ISCO88_4","Empleados de oficina",147.04,,
"IX","Index","2022-M12","2022 December","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",148.98,,
"IX","Index","2022-M12","2022 December","ISCO88_5_B","Vendedores, promotores y modelos",167.85,,
"IX","Index","2022-M12","2022 December","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",153.19,,
"IX","Index","2022-M12","2022 December","ISCO88_8","Operadores de instalaciones y máquinas y montadores",152.31,,
"IX","Index","2022-M12","2022 December","ISCO88_9","Trabajadores no calificados",158.48,,
"12_M_VAR","12-month variation in percentages (%)","2022-M12","2022 December","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",8.3,,
"12_M_VAR","12-month variation in percentages (%)","2022-M12","2022 December","ISCO88_2","Profesionales científicos e intelectuales",10.4,,
"12_M_VAR","12-month variation in percentages (%)","2022-M12","2022 December","ISCO88_3","Técnicos y profesionales de nivel medio",11,,
"12_M_VAR","12-month variation in percentages (%)","2022-M12","2022 December","ISCO88_4","Empleados de oficina",12.1,,
"12_M_VAR","12-month variation in percentages (%)","2022-M12","2022 December","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",14.6,,
"12_M_VAR","12-month variation in percentages (%)","2022-M12","2022 December","ISCO88_5_B","Vendedores, promotores y modelos",11,,
"12_M_VAR","12-month variation in percentages (%)","2022-M12","2022 December","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",10.5,,
"12_M_VAR","12-month variation in percentages (%)","2022-M12","2022 December","ISCO88_8","Operadores de instalaciones y máquinas y montadores",12.2,,
"12_M_VAR","12-month variation in percentages (%)","2022-M12","2022 December","ISCO88_9","Trabajadores no calificados",13.8,,
"IX","Index","2023-M01","2023 January","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",143.51,,
"IX","Index","2023-M01","2023 January","ISCO88_2","Profesionales científicos e intelectuales",141.04,,
"IX","Index","2023-M01","2023 January","ISCO88_3","Técnicos y profesionales de nivel medio",148.6,,
"IX","Index","2023-M01","2023 January","ISCO88_4","Empleados de oficina",150.49,,
"IX","Index","2023-M01","2023 January","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",150.63,,
"IX","Index","2023-M01","2023 January","ISCO88_5_B","Vendedores, promotores y modelos",173.34,,
"IX","Index","2023-M01","2023 January","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",155.85,,
"IX","Index","2023-M01","2023 January","ISCO88_8","Operadores de instalaciones y máquinas y montadores",155.94,,
"IX","Index","2023-M01","2023 January","ISCO88_9","Trabajadores no calificados",160.83,,
"12_M_VAR","12-month variation in percentages (%)","2023-M01","2023 January","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",7.8,,
"12_M_VAR","12-month variation in percentages (%)","2023-M01","2023 January","ISCO88_2","Profesionales científicos e intelectuales",10.9,,
"12_M_VAR","12-month variation in percentages (%)","2023-M01","2023 January","ISCO88_3","Técnicos y profesionales de nivel medio",11,,
"12_M_VAR","12-month variation in percentages (%)","2023-M01","2023 January","ISCO88_4","Empleados de oficina",12.8,,
"12_M_VAR","12-month variation in percentages (%)","2023-M01","2023 January","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",14,,
"12_M_VAR","12-month variation in percentages (%)","2023-M01","2023 January","ISCO88_5_B","Vendedores, promotores y modelos",15.6,,
"12_M_VAR","12-month variation in percentages (%)","2023-M01","2023 January","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",11.1,,
"12_M_VAR","12-month variation in percentages (%)","2023-M01","2023 January","ISCO88_8","Operadores de instalaciones y máquinas y montadores",12.8,,
"12_M_VAR","12-month variation in percentages (%)","2023-M01","2023 January","ISCO88_9","Trabajadores no calificados",12.8,,
"IX","Index","2023-M02","2023 February","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",144.14,,
"IX","Index","2023-M02","2023 February","ISCO88_2","Profesionales científicos e intelectuales",140.69,,
"IX","Index","2023-M02","2023 February","ISCO88_3","Técnicos y profesionales de nivel medio",148.24,,
"IX","Index","2023-M02","2023 February","ISCO88_4","Empleados de oficina",151.54,,
"IX","Index","2023-M02","2023 February","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",148.13,,
"IX","Index","2023-M02","2023 February","ISCO88_5_B","Vendedores, promotores y modelos",162.74,,
"IX","Index","2023-M02","2023 February","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",156.49,,
"IX","Index","2023-M02","2023 February","ISCO88_8","Operadores de instalaciones y máquinas y montadores",155.84,,
"IX","Index","2023-M02","2023 February","ISCO88_9","Trabajadores no calificados",161.84,,
"12_M_VAR","12-month variation in percentages (%)","2023-M02","2023 February","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",9,,
"12_M_VAR","12-month variation in percentages (%)","2023-M02","2023 February","ISCO88_2","Profesionales científicos e intelectuales",10.8,,
"12_M_VAR","12-month variation in percentages (%)","2023-M02","2023 February","ISCO88_3","Técnicos y profesionales de nivel medio",11.9,,
"12_M_VAR","12-month variation in percentages (%)","2023-M02","2023 February","ISCO88_4","Empleados de oficina",13.3,,
"12_M_VAR","12-month variation in percentages (%)","2023-M02","2023 February","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",11.6,,
"12_M_VAR","12-month variation in percentages (%)","2023-M02","2023 February","ISCO88_5_B","Vendedores, promotores y modelos",8.2,,
"12_M_VAR","12-month variation in percentages (%)","2023-M02","2023 February","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",11.3,,
"12_M_VAR","12-month variation in percentages (%)","2023-M02","2023 February","ISCO88_8","Operadores de instalaciones y máquinas y montadores",11.4,,
"12_M_VAR","12-month variation in percentages (%)","2023-M02","2023 February","ISCO88_9","Trabajadores no calificados",13.6,,
"IX","Index","2023-M03","2023 March","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",146.31,,
"IX","Index","2023-M03","2023 March","ISCO88_2","Profesionales científicos e intelectuales",142.44,,
"IX","Index","2023-M03","2023 March","ISCO88_3","Técnicos y profesionales de nivel medio",148.77,,
"IX","Index","2023-M03","2023 March","ISCO88_4","Empleados de oficina",153.41,,
"IX","Index","2023-M03","2023 March","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",149.5,,
"IX","Index","2023-M03","2023 March","ISCO88_5_B","Vendedores, promotores y modelos",168.35,,
"IX","Index","2023-M03","2023 March","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",159.99,,
"IX","Index","2023-M03","2023 March","ISCO88_8","Operadores de instalaciones y máquinas y montadores",156.46,,
"IX","Index","2023-M03","2023 March","ISCO88_9","Trabajadores no calificados",162.61,,
"12_M_VAR","12-month variation in percentages (%)","2023-M03","2023 March","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",9.4,,
"12_M_VAR","12-month variation in percentages (%)","2023-M03","2023 March","ISCO88_2","Profesionales científicos e intelectuales",11.2,,
"12_M_VAR","12-month variation in percentages (%)","2023-M03","2023 March","ISCO88_3","Técnicos y profesionales de nivel medio",11.3,,
"12_M_VAR","12-month variation in percentages (%)","2023-M03","2023 March","ISCO88_4","Empleados de oficina",13.4,,
"12_M_VAR","12-month variation in percentages (%)","2023-M03","2023 March","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",12.1,,
"12_M_VAR","12-month variation in percentages (%)","2023-M03","2023 March","ISCO88_5_B","Vendedores, promotores y modelos",7.7,,
"12_M_VAR","12-month variation in percentages (%)","2023-M03","2023 March","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",11.5,,
"12_M_VAR","12-month variation in percentages (%)","2023-M03","2023 March","ISCO88_8","Operadores de instalaciones y máquinas y montadores",11,,
"12_M_VAR","12-month variation in percentages (%)","2023-M03","2023 March","ISCO88_9","Trabajadores no calificados",12.6,,
"IX","Index","2023-M04","2023 April","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",145.53,,
"IX","Index","2023-M04","2023 April","ISCO88_2","Profesionales científicos e intelectuales",142.82,,
"IX","Index","2023-M04","2023 April","ISCO88_3","Técnicos y profesionales de nivel medio",149.59,,
"IX","Index","2023-M04","2023 April","ISCO88_4","Empleados de oficina",153.49,,
"IX","Index","2023-M04","2023 April","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",151.66,,
"IX","Index","2023-M04","2023 April","ISCO88_5_B","Vendedores, promotores y modelos",167.72,,
"IX","Index","2023-M04","2023 April","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",160.83,,
"IX","Index","2023-M04","2023 April","ISCO88_8","Operadores de instalaciones y máquinas y montadores",158.09,,
"IX","Index","2023-M04","2023 April","ISCO88_9","Trabajadores no calificados",163.93,,
"12_M_VAR","12-month variation in percentages (%)","2023-M04","2023 April","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",8.3,,
"12_M_VAR","12-month variation in percentages (%)","2023-M04","2023 April","ISCO88_2","Profesionales científicos e intelectuales",10.3,,
"12_M_VAR","12-month variation in percentages (%)","2023-M04","2023 April","ISCO88_3","Técnicos y profesionales de nivel medio",10.9,,
"12_M_VAR","12-month variation in percentages (%)","2023-M04","2023 April","ISCO88_4","Empleados de oficina",12.9,,
"12_M_VAR","12-month variation in percentages (%)","2023-M04","2023 April","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",14,,
"12_M_VAR","12-month variation in percentages (%)","2023-M04","2023 April","ISCO88_5_B","Vendedores, promotores y modelos",9.8,,
"12_M_VAR","12-month variation in percentages (%)","2023-M04","2023 April","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",11.4,,
"12_M_VAR","12-month variation in percentages (%)","2023-M04","2023 April","ISCO88_8","Operadores de instalaciones y máquinas y montadores",11.3,,
"12_M_VAR","12-month variation in percentages (%)","2023-M04","2023 April","ISCO88_9","Trabajadores no calificados",13.4,,
"IX","Index","2023-M05","2023 May","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",146.43,,
"12_M_VAR","12-month variation in percentages (%)","2023-M05","2023 May","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",7.7,,
"IX","Index","2023-M05","2023 May","ISCO88_2","Profesionales científicos e intelectuales",143.18,,
"12_M_VAR","12-month variation in percentages (%)","2023-M05","2023 May","ISCO88_2","Profesionales científicos e intelectuales",10.5,,
"IX","Index","2023-M05","2023 May","ISCO88_3","Técnicos y profesionales de nivel medio",150.23,,
"12_M_VAR","12-month variation in percentages (%)","2023-M05","2023 May","ISCO88_3","Técnicos y profesionales de nivel medio",10.1,,
